Date,Product,Category,Price,Quantity,Discount,Sales,Region,Customer_Type,Payment_Method,Rating
2023-04-24,Pen Set Luxury,Stationery,800,253,0,202400,North,Corporate,UPI,3.7
2023-04-24,Bluetooth Speaker,Electronics,3500,1,0,3500,West,Retail,UPI,4.9
2023-04-24,Monitor 32inch,Electronics,45000,1,0,45000,East,Corporate,Credit Card,3.7
2023-04-24,Clipboard Set,Stationery,180,92,0,16560,West,Retail,Debit Card,3.8
2023-04-24,Projector HD,Electronics,55000,12,5,627000,South,Retail,Credit Card,4.2
2023-04-25,Highlighter Set,Stationery,120,78,10,8424,East,Corporate,Credit Card,4.6
2023-04-25,Wireless Earbuds,Electronics,4500,12,15,45900,South,Corporate,UPI,3.7
2023-04-25,Spiral Planner,Stationery,380,227,3,83672,West,Corporate,Credit Card,4.1
2023-04-25,External SSD 1TB,Electronics,6500,5,12,28600,East,Corporate,Debit Card,4.5
2023-04-26,Robot Vacuum,Electronics,18000,11,8,182160,North,Corporate,Credit Card,3.7
2023-04-27,Drawing Pad,Stationery,180,298,3,52031,South,Retail,Debit Card,3.9
2023-04-27,Marker Set,Stationery,200,228,0,45600,North,Corporate,Cash,4.2
2023-04-29,Bedside Table,Furniture,6500,17,0,110500,West,Retail,Credit Card,4.3
2023-04-29,Noise Cancel HP,Electronics,12000,4,10,43200,East,Retail,Credit Card,4.5
2023-04-30,USB Hub,Electronics,2200,12,0,26400,West,Retail,UPI,4.4
2023-04-30,Marker Set,Stationery,200,243,10,43740,East,Corporate,UPI,3.5
2023-05-01,Tablet 10inch,Electronics,28000,13,15,309400,East,Retail,Credit Card,3.7
2023-05-01,Wireless Earbuds,Electronics,4500,13,8,53820,East,Corporate,Credit Card,5.0
2023-05-01,Dash Cam,Electronics,6000,6,0,36000,East,Retail,Cash,4.2
2023-05-01,Webcam HD,Electronics,5500,7,12,33880,South,Retail,UPI,4.7
2023-05-02,Wooden Desk,Furniture,15000,6,8,82800,East,Corporate,UPI,4.9
2023-05-02,Scissors Set,Stationery,90,213,5,18212,North,Retail,UPI,4.2
2023-05-02,Wireless Earbuds,Electronics,4500,14,0,63000,North,Retail,Cash,4.1
2023-05-03,Keyboard Mechanical,Electronics,5500,13,5,67925,North,Corporate,Cash,4.0
2023-05-03,Platform Bed,Furniture,28000,8,0,224000,North,Retail,UPI,3.7
2023-05-03,Wireless Earbuds,Electronics,4500,14,0,63000,West,Retail,UPI,4.3
2023-05-03,Wardrobe 3-door,Furniture,32000,14,10,403200,East,Corporate,Cash,5.0
2023-05-03,Stapler,Stationery,350,183,10,57645,West,Corporate,Cash,4.8
2023-05-03,Clipboard Set,Stationery,180,232,0,41760,West,Retail,Credit Card,3.7
2023-05-04,Tablet 12inch,Electronics,38000,2,5,72200,North,Corporate,UPI,3.5
2023-05-04,Spiral Planner,Stationery,380,223,5,80503,South,Corporate,Cash,4.8
2023-05-05,Tablet 12inch,Electronics,38000,7,15,226100,West,Corporate,Credit Card,4.9
2023-05-05,Sketchbook A3,Stationery,550,262,0,144100,South,Corporate,UPI,5.0
2023-05-05,Visitor Chair,Furniture,4500,12,0,54000,East,Retail,Debit Card,4.5
2023-05-06,TV Stand,Furniture,8500,18,12,134640,East,Retail,UPI,4.7
2023-05-06,Reception Desk,Furniture,35000,17,0,595000,North,Retail,UPI,3.9
2023-05-06,Bookcase,Furniture,8500,8,0,68000,North,Corporate,Credit Card,4.4
2023-05-08,Wooden Desk,Furniture,15000,19,0,285000,West,Retail,Net Banking,4.7
2023-05-08,Murphy Bed,Furniture,65000,19,0,1235000,South,Retail,Net Banking,4.7
2023-05-08,Drawing Pad,Stationery,180,234,8,38750,West,Retail,Debit Card,4.3
2023-05-08,Keyboard Mechanical,Electronics,5500,9,15,42075,North,Corporate,Cash,3.7
2023-05-09,Stapler,Stationery,350,36,12,11088,South,Corporate,Cash,3.8
2023-05-09,Coffee Table,Furniture,5500,1,10,4950,West,Corporate,Credit Card,3.9
2023-05-09,TV Stand,Furniture,8500,14,12,104720,South,Corporate,Debit Card,4.8
2023-05-09,Scissors Set,Stationery,90,209,15,15988,South,Retail,Cash,4.0
2023-05-10,Notepad Premium,Stationery,500,252,0,126000,North,Retail,Debit Card,4.2
2023-05-10,Reception Desk,Furniture,35000,12,0,420000,South,Corporate,UPI,5.0
2023-05-10,A4 Paper Ream,Stationery,400,296,8,108928,East,Corporate,Net Banking,3.8
2023-05-11,Standing Desk,Furniture,25000,12,12,264000,North,Corporate,UPI,4.7
2023-05-11,Bedside Table,Furniture,6500,9,5,55575,West,Retail,Net Banking,3.9
2023-05-11,Gel Pen Set,Stationery,150,241,10,32535,North,Corporate,Credit Card,4.7
2023-05-11,Recliner Chair,Furniture,35000,17,8,547400,South,Corporate,UPI,3.9
2023-05-12,Power Bank,Electronics,2800,11,15,26180,East,Retail,Debit Card,4.4
2023-05-12,Marker Set,Stationery,200,117,5,22230,South,Corporate,Credit Card,3.6
2023-05-12,Coffee Table,Furniture,5500,18,5,94050,North,Retail,Debit Card,4.7
2023-05-13,Spiral Planner,Stationery,380,45,0,17100,East,Retail,Net Banking,4.6
2023-05-13,Power Bank,Electronics,2800,9,15,21420,East,Corporate,Credit Card,3.6
2023-05-13,Standing Desk,Furniture,25000,19,0,475000,South,Retail,Debit Card,4.3
2023-05-13,Pen Set Luxury,Stationery,800,50,5,38000,West,Corporate,Debit Card,4.7
2023-05-14,Executive Chair,Furniture,30000,15,0,450000,East,Retail,UPI,4.3
2023-05-14,Standing Desk,Furniture,25000,8,0,200000,North,Retail,Debit Card,4.0
2023-05-15,Microphone USB,Electronics,6500,1,15,5525,South,Corporate,Debit Card,4.5
2023-05-15,Smart TV 43inch,Electronics,42000,6,5,239400,East,Corporate,Cash,4.8
2023-05-16,Ergonomic Chair,Furniture,18000,16,15,244800,North,Retail,Credit Card,4.1
2023-05-16,Notepad Premium,Stationery,500,272,8,125120,West,Retail,Credit Card,4.5
2023-05-16,Ergonomic Chair,Furniture,18000,3,0,54000,South,Corporate,Debit Card,4.9
2023-05-18,Monitor 27inch,Electronics,32000,11,0,352000,South,Retail,UPI,5.0
2023-05-18,Monitor 27inch,Electronics,32000,5,15,136000,North,Corporate,Cash,4.5
2023-05-19,Spiral Planner,Stationery,380,292,0,110960,South,Corporate,Cash,3.8
2023-05-19,Tablet 10inch,Electronics,28000,2,0,56000,South,Corporate,Credit Card,4.5
2023-05-19,Clipboard Set,Stationery,180,202,0,36360,North,Corporate,Net Banking,4.0
2023-05-19,Smart TV 55inch,Electronics,68000,3,12,179520,South,Corporate,Credit Card,3.6
2023-05-20,Wooden Desk,Furniture,15000,16,12,211200,North,Retail,Net Banking,4.2
2023-05-20,Wireless Mouse,Electronics,1500,11,8,15180,West,Retail,UPI,4.2
2023-05-20,Noise Cancel HP,Electronics,12000,11,0,132000,East,Retail,UPI,4.9
2023-05-21,Projector HD,Electronics,55000,15,0,825000,West,Retail,Debit Card,3.8
2023-05-21,Keyboard Mechanical,Electronics,5500,14,8,70840,East,Retail,Credit Card,4.7
2023-05-21,TV Stand,Furniture,8500,16,5,129200,South,Corporate,Credit Card,4.6
2023-05-22,Corner Desk,Furniture,18000,19,3,331740,South,Retail,Cash,3.6
2023-05-22,Desk Organizer,Stationery,800,279,5,212040,North,Retail,Credit Card,4.0
2023-05-22,Monitor 27inch,Electronics,32000,12,0,384000,East,Retail,Debit Card,4.9
2023-05-23,Robot Vacuum,Electronics,18000,8,0,144000,East,Retail,Debit Card,5.0
2023-05-23,Notepad Premium,Stationery,500,66,5,31350,North,Retail,Cash,4.8
2023-05-23,Wardrobe 3-door,Furniture,32000,15,5,456000,North,Corporate,Debit Card,4.8
2023-05-24,Laptop Pro 15,Electronics,85000,1,3,82450,South,Corporate,Cash,4.1
2023-05-24,Desk Organizer,Stationery,800,210,0,168000,East,Corporate,Credit Card,4.9
2023-05-24,Monitor 32inch,Electronics,45000,10,12,396000,North,Retail,Debit Card,3.6
2023-05-24,Art Markers,Stationery,900,144,8,119232,South,Retail,Cash,4.9
2023-05-24,Gaming Headset,Electronics,6500,11,0,71500,South,Retail,Credit Card,4.6
2023-05-25,Conference Table,Furniture,45000,18,10,729000,East,Retail,Credit Card,3.8
2023-05-25,Smart TV 55inch,Electronics,68000,8,3,527680,West,Retail,Credit Card,4.0
2023-05-26,Reception Desk,Furniture,35000,6,0,210000,North,Retail,Cash,4.9
2023-05-26,Tablet 12inch,Electronics,38000,12,10,410400,West,Corporate,Credit Card,4.8
2023-05-27,Robot Vacuum,Electronics,18000,10,8,165600,North,Retail,Cash,3.8
2023-05-27,Ergonomic Chair,Furniture,18000,13,15,198900,South,Retail,Net Banking,4.8
2023-05-27,Bookcase,Furniture,8500,1,8,7820,East,Corporate,UPI,4.5
2023-05-27,Recliner Chair,Furniture,35000,2,12,61600,South,Corporate,UPI,3.6
2023-05-28,Bluetooth Speaker,Electronics,3500,8,12,24640,East,Corporate,Net Banking,4.4
2023-05-28,Robot Vacuum,Electronics,18000,4,3,69840,West,Retail,Credit Card,4.1
2023-05-28,Notebook Pack,Stationery,250,297,0,74250,North,Retail,Net Banking,3.7
2023-05-29,Monthly Planner,Stationery,420,290,0,121800,East,Corporate,UPI,4.9
2023-05-29,Desk Organizer,Stationery,800,18,8,13248,North,Corporate,Net Banking,3.5
2023-05-30,Smartwatch Series 5,Electronics,15000,9,15,114750,West,Retail,Credit Card,4.0
2023-05-30,Panel Bed,Furniture,32000,19,0,608000,South,Retail,Debit Card,4.0
2023-05-31,Gaming Chair Pro,Furniture,22000,20,15,374000,South,Corporate,Credit Card,3.6
2023-05-31,Monitor 32inch,Electronics,45000,5,5,213750,West,Retail,UPI,5.0
2023-05-31,Desk Organizer,Stationery,800,52,8,38272,North,Retail,Net Banking,4.6
2023-05-31,Notebook Leather,Stationery,600,64,5,36480,East,Retail,Debit Card,4.3
2023-06-01,Notebook Pack,Stationery,250,142,0,35500,South,Retail,Cash,3.7
2023-06-01,Wireless Mouse,Electronics,1500,5,15,6375,East,Retail,Net Banking,4.3
2023-06-01,Visitor Chair,Furniture,4500,18,0,81000,East,Corporate,Net Banking,4.1
2023-06-01,Wireless Mouse,Electronics,1500,12,5,17100,West,Retail,Credit Card,4.7
2023-06-01,Ruler Set,Stationery,50,43,0,2150,West,Corporate,Credit Card,3.8
2023-06-01,Noise Cancel HP,Electronics,12000,3,5,34200,East,Corporate,Credit Card,4.8
2023-06-01,Pen Set Luxury,Stationery,800,296,12,208384,West,Retail,Debit Card,4.9
2023-06-02,Dresser,Furniture,20000,5,0,100000,North,Corporate,Cash,4.4
2023-06-02,Spiral Planner,Stationery,380,28,0,10640,South,Retail,Cash,4.8
2023-06-03,Platform Bed,Furniture,28000,1,0,28000,West,Retail,Credit Card,4.8
2023-06-03,Notebook Pack,Stationery,250,55,15,11688,South,Retail,Debit Card,4.7
2023-06-04,L-Shape Desk,Furniture,20000,15,3,291000,South,Retail,Credit Card,4.9
2023-06-05,Recliner Chair,Furniture,35000,15,3,509250,North,Corporate,Credit Card,3.7
2023-06-05,Binder Set,Stationery,350,38,0,13300,East,Retail,Debit Card,4.5
2023-06-06,Stapler,Stationery,350,33,8,10626,West,Retail,Debit Card,4.1
2023-06-06,Wireless Mouse,Electronics,1500,8,0,12000,South,Retail,UPI,4.7
2023-06-06,Stapler,Stationery,350,116,0,40600,South,Retail,UPI,3.9
2023-06-06,Notebook Leather,Stationery,600,255,0,153000,North,Corporate,Cash,4.0
2023-06-06,Smart TV 55inch,Electronics,68000,6,5,387600,West,Retail,Credit Card,4.6
2023-06-06,Gaming Headset,Electronics,6500,9,12,51480,East,Retail,UPI,4.1
2023-06-07,Panel Bed,Furniture,32000,14,8,412160,South,Retail,UPI,3.8
2023-06-07,Conference Table,Furniture,45000,16,0,720000,South,Retail,Credit Card,4.1
2023-06-08,Drawing Pad,Stationery,180,115,0,20700,East,Retail,Credit Card,3.9
2023-06-08,Bluetooth Speaker,Electronics,3500,7,0,24500,West,Corporate,Credit Card,4.8
2023-06-08,Binding Machine,Stationery,8500,66,0,561000,East,Retail,Credit Card,3.8
2023-06-10,Panel Bed,Furniture,32000,12,5,364800,North,Corporate,Debit Card,3.8
2023-06-11,Sofa Set Office,Furniture,55000,16,10,792000,South,Retail,UPI,4.0
2023-06-11,Label Maker,Stationery,1200,250,5,285000,South,Retail,Credit Card,4.4
2023-06-11,Wardrobe 3-door,Furniture,32000,18,5,547200,North,Corporate,Net Banking,4.1
2023-06-11,Ergonomic Chair,Furniture,18000,18,15,275400,South,Retail,Debit Card,3.6
2023-06-11,Bookshelf 5-tier,Furniture,6500,6,12,34320,South,Corporate,Debit Card,4.9
2023-06-12,Lounge Chair,Furniture,16000,10,15,136000,West,Corporate,UPI,4.3
2023-06-12,Robot Vacuum,Electronics,18000,15,0,270000,West,Retail,Credit Card,3.7
2023-06-13,Webcam HD,Electronics,5500,15,15,70125,West,Retail,Credit Card,4.1
2023-06-13,Storage Bench,Furniture,10500,18,8,173880,North,Retail,Credit Card,3.8
2023-06-13,LED Desk Lamp,Electronics,2200,10,5,20900,East,Corporate,Credit Card,3.9
2023-06-14,Smart Speaker,Electronics,8500,9,0,76500,South,Corporate,Credit Card,4.9
2023-06-14,Stapler,Stationery,350,246,5,81795,North,Retail,Debit Card,4.2
2023-06-14,Projector HD,Electronics,55000,6,0,330000,North,Corporate,Debit Card,4.3
2023-06-15,Air Purifier,Electronics,12000,1,15,10200,North,Corporate,Credit Card,4.3
2023-06-15,Desk Organizer,Stationery,800,63,0,50400,South,Retail,Cash,3.7
2023-06-16,Smart TV 55inch,Electronics,68000,3,10,183600,West,Corporate,Net Banking,4.3
2023-06-16,Printer Laser,Electronics,18000,15,0,270000,West,Corporate,Net Banking,4.5
2023-06-16,Storage Bench,Furniture,10500,6,0,63000,West,Retail,UPI,4.5
2023-06-16,Smart TV 43inch,Electronics,42000,4,5,159600,West,Retail,Net Banking,3.9
2023-06-16,Marker Set,Stationery,200,166,0,33200,North,Corporate,Cash,4.3
2023-06-17,Smartwatch Series 5,Electronics,15000,6,8,82800,East,Corporate,Credit Card,4.3
2023-06-18,Standing Desk,Furniture,25000,13,0,325000,South,Corporate,Net Banking,5.0
2023-06-18,Microphone USB,Electronics,6500,2,15,11050,North,Retail,Credit Card,4.7
2023-06-19,Monitor 27inch,Electronics,32000,9,5,273600,South,Corporate,Credit Card,4.0
2023-06-19,Notebook Pack,Stationery,250,293,5,69588,North,Corporate,Credit Card,4.4
2023-06-19,Gel Pen Set,Stationery,150,44,5,6270,West,Corporate,Net Banking,4.1
2023-06-20,Mesh Chair,Furniture,14500,13,5,179075,West,Corporate,Cash,4.7
2023-06-21,Journal Leather,Stationery,700,59,0,41300,East,Corporate,UPI,4.9
2023-06-21,External SSD 1TB,Electronics,6500,1,3,6305,East,Corporate,Credit Card,4.3
2023-06-21,Robot Vacuum,Electronics,18000,4,0,72000,North,Retail,Credit Card,4.5
2023-06-21,Pen Set Luxury,Stationery,800,176,10,126720,North,Corporate,Debit Card,3.7
2023-06-21,Binding Machine,Stationery,8500,173,8,1352860,West,Corporate,Credit Card,4.0
2023-06-22,Display Cabinet,Furniture,19000,16,12,267520,North,Corporate,Credit Card,4.3
2023-06-22,Label Maker,Stationery,1200,203,10,219240,North,Retail,UPI,3.8
2023-06-22,Paper Cutter,Stationery,1200,82,10,88560,North,Corporate,UPI,4.5
2023-06-23,Gel Pen Set,Stationery,150,150,15,19125,North,Retail,Debit Card,3.7
2023-06-23,Murphy Bed,Furniture,65000,9,15,497250,North,Corporate,UPI,3.7
2023-06-24,Laptop Air 13,Electronics,72000,11,5,752400,East,Retail,Debit Card,4.8
2023-06-24,Display Cabinet,Furniture,19000,5,0,95000,South,Corporate,Cash,3.6
2023-06-24,Coffee Table,Furniture,5500,3,0,16500,South,Retail,Cash,3.7
2023-06-24,Paper Cutter,Stationery,1200,5,15,5100,East,Retail,UPI,4.2
2023-06-25,Journal Leather,Stationery,700,173,15,102935,North,Corporate,Credit Card,4.9
2023-06-25,Graphics Card,Electronics,28000,9,0,252000,North,Retail,Credit Card,3.8
2023-06-25,Bedside Table,Furniture,6500,14,8,83720,South,Corporate,Credit Card,4.1
2023-06-25,Router WiFi 6,Electronics,3500,11,0,38500,East,Retail,UPI,4.7
2023-06-26,Gel Pen Set,Stationery,150,158,0,23700,West,Corporate,Cash,3.6
2023-06-26,Bedside Table,Furniture,6500,3,5,18525,East,Corporate,Credit Card,4.0
2023-06-27,Marker Set,Stationery,200,39,0,7800,West,Retail,Cash,4.6
2023-06-27,Murphy Bed,Furniture,65000,18,5,1111500,East,Retail,UPI,3.8
2023-06-27,Wardrobe 3-door,Furniture,32000,11,12,309760,South,Retail,Credit Card,4.6
2023-06-27,Label Maker,Stationery,1200,166,15,169320,South,Corporate,Credit Card,4.1
2023-06-27,Smartwatch Series 5,Electronics,15000,2,0,30000,South,Retail,Debit Card,4.8
2023-06-28,Bedside Table,Furniture,6500,18,3,113490,South,Corporate,Credit Card,4.8
2023-06-28,Conference Table,Furniture,45000,15,8,621000,South,Corporate,Credit Card,4.2
2023-06-28,Calculator,Stationery,450,191,10,77355,East,Retail,Credit Card,4.5
2023-06-29,Bar Cabinet,Furniture,32000,15,5,456000,South,Retail,UPI,4.2
2023-06-29,Power Bank,Electronics,2800,9,3,24444,East,Corporate,Debit Card,4.6
2023-06-29,Pencil Set,Stationery,600,246,0,147600,South,Corporate,UPI,4.9
2023-06-29,Pen Set Luxury,Stationery,800,219,12,154176,West,Corporate,Net Banking,4.9
2023-06-29,Wooden Desk,Furniture,15000,10,0,150000,South,Corporate,Net Banking,4.9
2023-06-29,Planner Annual,Stationery,450,79,0,35550,South,Corporate,Credit Card,4.0
2023-06-29,Murphy Bed,Furniture,65000,7,5,432250,South,Retail,Credit Card,3.5
2023-06-29,Smartwatch Series 5,Electronics,15000,15,5,213750,East,Corporate,Cash,4.3
2023-06-30,Air Purifier,Electronics,12000,7,10,75600,South,Retail,Cash,3.5
2023-06-30,Study Table,Furniture,7800,3,15,19890,North,Retail,Credit Card,4.5
2023-06-30,External SSD 1TB,Electronics,6500,8,0,52000,East,Corporate,Credit Card,4.8
2023-06-30,Standing Desk,Furniture,25000,10,0,250000,South,Retail,Cash,4.4
2023-07-01,Marker Set,Stationery,200,228,0,45600,North,Corporate,Cash,4.0
2023-07-02,Ruler Set,Stationery,50,20,0,1000,West,Retail,UPI,4.0
2023-07-02,Sketchbook A3,Stationery,550,17,0,9350,East,Retail,Debit Card,4.4
2023-07-02,Laptop Air 13,Electronics,72000,14,3,977760,West,Retail,UPI,4.4
2023-07-02,Filing Cabinet,Furniture,8500,19,5,153425,West,Corporate,Cash,3.9
2023-07-02,Correction Pen,Stationery,60,23,3,1339,North,Retail,Net Banking,4.8
2023-07-03,Storage Bench,Furniture,10500,18,10,170100,East,Retail,UPI,4.7
2023-07-03,Recliner Chair,Furniture,35000,11,0,385000,East,Corporate,Cash,4.5
2023-07-03,Air Purifier,Electronics,12000,7,0,84000,North,Retail,Cash,3.9
2023-07-03,Gaming Chair Pro,Furniture,22000,9,0,198000,East,Corporate,Credit Card,4.3
2023-07-03,A4 Paper Ream,Stationery,400,237,12,83424,East,Corporate,Credit Card,4.9
2023-07-04,Spiral Planner,Stationery,380,280,0,106400,West,Retail,Credit Card,3.5
2023-07-04,Smartwatch Series 5,Electronics,15000,13,3,189150,South,Retail,Credit Card,4.3
2023-07-04,Office Chair Deluxe,Furniture,12000,6,0,72000,West,Retail,Cash,4.6
2023-07-05,Smart Plug,Electronics,2200,10,0,22000,South,Corporate,Credit Card,3.6
2023-07-06,Wardrobe 3-door,Furniture,32000,13,15,353600,South,Corporate,Net Banking,4.9
2023-07-06,Corner Desk,Furniture,18000,11,10,178200,West,Retail,UPI,4.1
2023-07-06,Office Chair Deluxe,Furniture,12000,11,12,116160,West,Retail,Credit Card,3.6
2023-07-07,Panel Bed,Furniture,32000,3,0,96000,East,Retail,UPI,3.6
2023-07-07,Smartwatch Series 5,Electronics,15000,15,8,207000,West,Corporate,Cash,3.7
2023-07-07,Paper Cutter,Stationery,1200,261,0,313200,South,Corporate,UPI,4.1
2023-07-07,Display Cabinet,Furniture,19000,4,10,68400,West,Retail,Cash,4.5
2023-07-08,Smartwatch Series 5,Electronics,15000,14,10,189000,North,Corporate,Debit Card,3.6
2023-07-08,Notebook Leather,Stationery,600,31,12,16368,North,Corporate,Net Banking,4.5
2023-07-08,Smart Speaker,Electronics,8500,11,8,86020,West,Corporate,UPI,4.8
2023-07-08,Pencil Set,Stationery,600,70,0,42000,West,Corporate,UPI,4.0
2023-07-08,Keyboard Mechanical,Electronics,5500,10,3,53350,North,Retail,Debit Card,4.6
2023-07-08,LED Desk Lamp,Electronics,2200,12,0,26400,South,Retail,UPI,4.2
2023-07-10,Microphone USB,Electronics,6500,6,5,37050,South,Corporate,UPI,4.5
2023-07-10,Corner Desk,Furniture,18000,1,0,18000,West,Retail,Credit Card,4.3
2023-07-10,Gaming Chair Pro,Furniture,22000,3,3,64020,East,Retail,Credit Card,4.0
2023-07-10,Sticky Notes,Stationery,80,35,5,2660,West,Corporate,Debit Card,4.0
2023-07-11,Keyboard Mechanical,Electronics,5500,2,15,9350,East,Corporate,Debit Card,3.5
2023-07-11,Office Chair Deluxe,Furniture,12000,16,12,168960,West,Retail,Credit Card,4.9
2023-07-11,Panel Bed,Furniture,32000,8,0,256000,West,Retail,UPI,4.3
2023-07-12,Calculator,Stationery,450,185,8,76590,South,Retail,Net Banking,4.5
2023-07-12,Journal Leather,Stationery,700,270,12,166320,North,Retail,Debit Card,3.6
2023-07-12,Panel Bed,Furniture,32000,14,3,434560,West,Retail,Cash,3.5
2023-07-12,Gaming Headset,Electronics,6500,8,0,52000,North,Retail,UPI,4.6
2023-07-14,Monitor 32inch,Electronics,45000,11,8,455400,East,Retail,Debit Card,4.8
2023-07-14,External SSD 1TB,Electronics,6500,3,0,19500,East,Retail,Debit Card,4.2
2023-07-15,Bookcase,Furniture,8500,12,0,102000,East,Retail,UPI,3.9
2023-07-16,Projector HD,Electronics,55000,8,0,440000,West,Corporate,Credit Card,3.9
2023-07-16,Webcam HD,Electronics,5500,1,15,4675,South,Corporate,Cash,4.1
2023-07-17,Notebook Leather,Stationery,600,202,0,121200,West,Corporate,Net Banking,4.1
2023-07-17,Bookshelf 5-tier,Furniture,6500,7,5,43225,West,Corporate,UPI,4.6
2023-07-17,Wooden Desk,Furniture,15000,14,15,178500,East,Retail,UPI,4.1
2023-07-18,Journal Leather,Stationery,700,9,5,5985,East,Corporate,Net Banking,4.4
2023-07-19,Binder Set,Stationery,350,93,5,30922,North,Corporate,Cash,3.5
2023-07-19,Watercolor Set,Stationery,800,114,5,86640,South,Corporate,Credit Card,4.8
2023-07-19,Standing Desk,Furniture,25000,1,5,23750,North,Corporate,Credit Card,4.6
2023-07-19,Smart TV 43inch,Electronics,42000,14,0,588000,East,Corporate,Credit Card,4.9
2023-07-19,Pen Set Luxury,Stationery,800,187,10,134640,West,Retail,UPI,3.8
2023-07-19,Binding Machine,Stationery,8500,259,5,2091425,South,Retail,Debit Card,4.7
2023-07-20,Spiral Planner,Stationery,380,280,3,103208,South,Corporate,Net Banking,3.5
2023-07-20,Dash Cam,Electronics,6000,4,0,24000,North,Retail,Debit Card,4.9
2023-07-20,Journal Leather,Stationery,700,195,0,136500,West,Corporate,Debit Card,4.1
2023-07-21,Wireless Earbuds,Electronics,4500,5,0,22500,North,Corporate,Debit Card,4.7
2023-07-22,Bookshelf 5-tier,Furniture,6500,17,0,110500,West,Corporate,Credit Card,3.6
2023-07-22,Lounge Chair,Furniture,16000,14,8,206080,West,Retail,Credit Card,3.5
2023-07-23,USB Hub,Electronics,2200,13,0,28600,North,Retail,Debit Card,3.7
2023-07-23,Air Purifier,Electronics,12000,9,8,99360,South,Retail,Cash,4.9
2023-07-23,Monitor 27inch,Electronics,32000,12,15,326400,West,Retail,Credit Card,4.0
2023-07-24,Wardrobe 3-door,Furniture,32000,8,0,256000,West,Retail,Credit Card,4.2
2023-07-24,Wooden Desk,Furniture,15000,3,5,42750,West,Corporate,Debit Card,4.8
2023-07-24,Bluetooth Speaker,Electronics,3500,5,10,15750,East,Corporate,Debit Card,4.4
2023-07-25,Journal Leather,Stationery,700,139,0,97300,West,Corporate,Credit Card,4.5
2023-07-25,Calculator,Stationery,450,92,10,37260,North,Corporate,Debit Card,4.1
2023-07-25,Executive Chair,Furniture,30000,11,5,313500,East,Retail,Credit Card,4.4
2023-07-25,USB Hub,Electronics,2200,11,0,24200,East,Retail,Cash,4.3
2023-07-26,Marker Set,Stationery,200,133,5,25270,North,Corporate,Debit Card,4.1
2023-07-26,Monthly Planner,Stationery,420,266,5,106134,South,Corporate,Cash,4.3
2023-07-27,LED Desk Lamp,Electronics,2200,13,15,24310,North,Corporate,Credit Card,4.2
2023-07-28,Projector HD,Electronics,55000,6,8,303600,North,Retail,UPI,4.6
2023-07-28,Smart Speaker,Electronics,8500,12,5,96900,South,Retail,UPI,4.5
2023-07-29,Gel Pen Set,Stationery,150,122,15,15555,West,Retail,Credit Card,4.0
2023-07-29,Monitor 27inch,Electronics,32000,3,15,81600,South,Corporate,Debit Card,4.1
2023-07-29,Display Cabinet,Furniture,19000,17,0,323000,North,Retail,UPI,3.8
2023-07-29,Tablet 10inch,Electronics,28000,13,5,345800,South,Retail,UPI,4.8
2023-07-31,Study Table,Furniture,7800,19,0,148200,West,Retail,Credit Card,4.0
2023-07-31,Robot Vacuum,Electronics,18000,1,15,15300,East,Retail,UPI,3.8
2023-07-31,Stapler,Stationery,350,145,3,49228,West,Corporate,Debit Card,3.7
2023-07-31,Laminator A4,Stationery,3500,261,0,913500,North,Corporate,Net Banking,4.3
2023-07-31,Display Cabinet,Furniture,19000,6,5,108300,South,Retail,UPI,4.7
2023-08-01,Conference Table,Furniture,45000,16,0,720000,West,Corporate,Debit Card,4.4
2023-08-02,Paper Cutter,Stationery,1200,271,12,286176,East,Retail,UPI,4.5
2023-08-02,Planner Annual,Stationery,450,132,5,56430,East,Corporate,Credit Card,4.7
2023-08-02,Standing Desk,Furniture,25000,15,10,337500,West,Corporate,Credit Card,4.1
2023-08-03,Stapler,Stationery,350,30,0,10500,North,Retail,UPI,4.4
2023-08-03,Gaming Chair Pro,Furniture,22000,17,15,317900,West,Retail,Credit Card,3.6
2023-08-03,Notebook Leather,Stationery,600,50,3,29100,North,Corporate,Credit Card,3.7
2023-08-04,Label Maker,Stationery,1200,193,5,220020,West,Corporate,Credit Card,3.5
2023-08-05,Paper Cutter,Stationery,1200,103,5,117420,West,Retail,Debit Card,4.3
2023-08-05,Coffee Table,Furniture,5500,3,0,16500,South,Corporate,UPI,3.7
2023-08-05,LED Desk Lamp,Electronics,2200,5,5,10450,East,Corporate,Credit Card,4.6
2023-08-05,Notebook Pack,Stationery,250,159,3,38558,South,Corporate,Credit Card,3.6
2023-08-05,Clipboard Set,Stationery,180,76,15,11628,North,Retail,Debit Card,4.3
2023-08-05,Wireless Mouse,Electronics,1500,7,0,10500,West,Corporate,UPI,3.7
2023-08-06,Mesh Chair,Furniture,14500,9,15,110925,North,Retail,Credit Card,4.9
2023-08-06,Desk Organizer,Stationery,800,244,0,195200,East,Retail,Credit Card,3.7
2023-08-08,Smartwatch Series 5,Electronics,15000,5,10,67500,South,Corporate,UPI,4.4
2023-08-09,A4 Paper Ream,Stationery,400,177,8,65136,North,Retail,UPI,4.4
2023-08-09,Projector HD,Electronics,55000,12,15,561000,West,Corporate,Cash,3.9
2023-08-10,Clipboard Set,Stationery,180,90,0,16200,East,Corporate,Cash,4.9
2023-08-10,Pencil Set,Stationery,600,92,8,50784,East,Corporate,Debit Card,3.8
